,lat,long,age,strat,Fe_redox,count,perc
12,-29.4,118.6,517,Piyuancun,Ferruginous,1,1
13,-29.4,118.6,518,Piyuancun,Ferruginous,2,1
14,-29.4,118.6,519,Piyuancun,Ferruginous,1,1
15,-29.4,118.6,520,Piyuancun,Ferruginous,1,1
16,-29.4,118.6,521,Piyuancun,Ferruginous,1,0.5
17,-29.4,118.6,525,Piyuancun,Ferruginous,1,1
18,-29.4,118.6,527,Piyuancun,Ferruginous,2,1
19,-29.4,118.6,528,Piyuancun,Ferruginous,1,1
20,-29.4,118.6,531,Piyuancun,Ferruginous,1,0.5
21,-29.4,118.6,534,Piyuancun,Ferruginous,1,0.5
22,-29.4,118.6,536,Piyuancun,Ferruginous,1,0.5
23,-29.4,118.6,537,Piyuancun,Ferruginous,1,1
24,-29.4,118.6,538,Piyuancun,Ferruginous,1,1
25,-29.4,118.6,539,Piyuancun,Ferruginous,1,1
26,-29.4,118.6,540,Piyuancun,Ferruginous,2,1
27,-29.4,118.6,541,Piyuancun,Ferruginous,2,1
28,-29.4,118.6,543,Piyuancun,Ferruginous,2,0.666666667
29,-29.4,118.6,548,Piyuancun,Ferruginous,1,1
30,-29.4,118.6,549,Piyuancun,Ferruginous,1,1
31,-29.4,118.6,550,Piyuancun,Ferruginous,1,0.5
32,-28.6,132.5,770,Buldya,Ferruginous,3,0.75
33,-27.5,16.7,542,Spitskopf,Ferruginous,1,1
34,-26.9,16.4,549,Kliphoek,Ferruginous,7,1
35,-26.9,16.4,549,Mara,Ferruginous,6,1
36,-24.6,132.3,630,Pertatataka,Ferruginous,1,1
37,-24.6,132.3,635,Pioneer,Ferruginous,3,1
38,-24.6,132.3,657,Aralka,Ferruginous,19,1
39,-24.6,132.3,660,Areyonga,Ferruginous,2,1
40,-24.6,132.3,662,Areyonga,Ferruginous,1,1
41,-24.6,132.3,666,Areyonga,Ferruginous,1,1
42,-24.6,132.3,800,Bitter Springs,Ferruginous,7,1
43,-24.6,132.3,825,Loves Creek,Ferruginous,4,1
44,-20.4,14.3,640,Ghaub,Ferruginous,4,1
45,-20.4,138.9,1647,Lady Loretta,Ferruginous,16,1
46,-20.2,15.1,635,Ghaub,Ferruginous,6,1
47,-20.2,15.1,637,Ghaub,Ferruginous,6,1
48,-20.2,15.1,638,Ghaub,Ferruginous,1,1
49,-20,139,590,Grant Bluff,Ferruginous,5,0.833333333
50,-20,139,610,Elyuah,Ferruginous,8,1
51,-17.9,138.2,1639,Mount Les Siltstone,Ferruginous,3,1
52,-17.9,138.4,1639,Mount Les Siltstone,Ferruginous,3,1
53,-16.9,136.2,1639,Barney Creek,Ferruginous,16,0.888888889
54,20.8,-12.9,1107,Unit I-5,Ferruginous,1,0.029411765
55,20.8,-12.8,1109,Unit I-4,Ferruginous,2,0.074074074
56,23.1,58.3,248,Al Jil,Ferruginous,1,1
57,23.1,58.3,249,Al Jil,Ferruginous,2,1
58,23.1,58.3,250,Al Jil,Ferruginous,3,1
59,23.1,58.3,251,Al Jil,Ferruginous,12,1
60,23.1,58.3,251,Member A,Ferruginous,14,1
61,23.1,58.3,251,Member B,Ferruginous,18,1
62,23.1,58.3,251,Member C,Ferruginous,8,1
63,23.1,58.3,251,Member D,Ferruginous,5,1
64,23.2,57.7,251,Member M1,Ferruginous,15,1
65,23.2,57.7,251,Member M2,Ferruginous,2,1
66,23.5,-7.8,1100,Aguelt el Mabha,Ferruginous,1,1
67,23.7,56.9,251,Unit 6,Ferruginous,9,1
68,23.7,56.9,251,Unit 7,Ferruginous,1,1
69,23.7,56.9,252,Unit 6,Ferruginous,1,1
70,23.7,56.9,253,Unit 5,Ferruginous,7,1
71,23.7,56.9,254,Unit 4,Ferruginous,4,1
72,23.7,56.9,255,Unit 4,Ferruginous,1,1
73,23.7,56.9,256,Unit 3,Ferruginous,1,1
74,23.7,56.9,257,Unit 3,Ferruginous,1,1
75,23.7,56.9,259,Unit 3,Ferruginous,1,1
76,23.7,56.9,260,Unit 3,Ferruginous,1,1
77,23.7,56.9,262,Unit 2,Ferruginous,1,1
78,24.7,102.6,521,Shiyantou,Ferruginous,7,0.875
79,24.8,55.9,248,Member D,Ferruginous,1,1
80,24.8,55.9,250,Member C17,Ferruginous,2,1
81,24.8,55.9,251,Member C16,Ferruginous,4,1
82,24.8,55.9,251,Member C17,Ferruginous,18,1
83,24.8,55.9,251,Member C2,Ferruginous,1,1
84,24.8,55.9,251,Member C3,Ferruginous,1,1
85,24.8,55.9,251,Member C5,Ferruginous,1,1
86,24.8,55.9,251,Member C6,Ferruginous,1,1
87,24.8,55.9,251,Member C7,Ferruginous,1,1
88,24.8,55.9,251,Member C9,Ferruginous,1,1
89,24.8,55.9,252,Member B4,Ferruginous,1,1
90,24.8,55.9,252,Member B5,Ferruginous,3,1
91,24.8,55.9,252,Member C1,Ferruginous,29,1
92,24.8,55.9,252,Member C2,Ferruginous,1,1
93,24.9,102.6,517,Yuanshan,Ferruginous,10,0.588235294
94,24.9,102.6,520,Yuanshan,Ferruginous,5,0.833333333
95,24.9,103.1,517,Yuanshan,Ferruginous,23,0.575
96,25.8,109.2,634,Doushantuo,Ferruginous,1,1
97,26,107.9,510,Duliujiang,Ferruginous,2,1
98,26,107.9,513,Zhalagou,Ferruginous,1,1
99,26,107.9,516,Zhalagou,Ferruginous,2,1
100,26,107.9,517,Zhalagou,Ferruginous,3,0.75
101,26,107.9,518,Zhalagou,Ferruginous,2,1
102,26,107.9,519,Zhalagou,Ferruginous,1,1
103,26,107.9,521,Zhalagou,Ferruginous,5,1
104,26.1,12.2,441,Tanezzuft,Ferruginous,1,0.111111111
105,26.8,108.4,512,Bianmachong,Ferruginous,1,1
106,26.8,108.4,514,Bianmachong,Ferruginous,1,0.5
107,26.8,108.4,516,Jiumenchong,Ferruginous,2,1
108,26.8,108.4,517,Jiumenchong,Ferruginous,1,1
109,26.8,108.4,522,Niutitang,Ferruginous,1,1
110,26.8,108.4,530,Liuchapo,Ferruginous,1,1
111,26.8,108.4,531,Liuchapo,Ferruginous,1,1
112,26.8,108.4,533,Liuchapo,Ferruginous,1,1
113,26.8,108.4,534,Liuchapo,Ferruginous,1,1
114,26.8,108.4,536,Liuchapo,Ferruginous,1,1
115,26.8,108.4,578,Member III,Ferruginous,1,1
116,26.8,108.4,579,Member III,Ferruginous,3,0.75
117,26.8,108.4,580,Member III,Ferruginous,1,0.2
118,26.8,108.4,581,Member III,Ferruginous,1,0.5
119,26.8,108.4,624,Member II,Ferruginous,1,1
120,26.8,108.4,632,Member II,Ferruginous,3,0.6
121,26.8,108.4,633,Member II,Ferruginous,1,0.5
122,26.8,108.4,634,Member II,Ferruginous,1,0.2
123,27.1,107.6,514,Mingxinsi,Ferruginous,1,0.5
124,27.1,107.6,515,Mingxinsi,Ferruginous,2,1
125,27.1,107.6,516,Mingxinsi,Ferruginous,7,1
126,27.1,107.6,518,Niutitang,Ferruginous,4,1
127,27.1,107.6,519,Niutitang,Ferruginous,3,0.6
128,27.1,107.6,520,Niutitang,Ferruginous,2,0.666666667
129,27.1,107.6,521,Niutitang,Ferruginous,3,1
130,27.1,107.6,523,Niutitang,Ferruginous,1,1
131,27.5,106.3,519,Niutitang,Ferruginous,1,1
132,27.5,106.3,520,Niutitang,Ferruginous,3,1
133,27.5,106.3,521,Niutitang,Ferruginous,9,1
134,27.5,106.3,523,Niutitang,Ferruginous,1,1
135,27.7,106.7,521,Niutitang,Ferruginous,6,0.75
136,27.7,106.7,532,Niutitang,Ferruginous,1,1
137,27.7,106.7,540,Niutitang,Ferruginous,4,1
138,27.8,106.7,551,Doushantuo,Ferruginous,8,0.666666667
139,28.2,109.3,540,Liuchapo,Ferruginous,3,1
140,28.2,109.3,540,Niutitang,Ferruginous,1,1
141,28.3,102.9,521,Shiyantou,Ferruginous,46,1
142,28.3,102.9,521,Yuanshan,Ferruginous,9,1
143,28.3,102.9,526,Shiyantou,Ferruginous,43,1
144,28.3,108.6,524,Jiumenchong,Ferruginous,2,1
145,28.3,108.6,525,Xiaosi,Ferruginous,2,1
146,28.3,108.6,527,Xiaosi,Ferruginous,1,1
147,28.3,108.6,528,Xiaosi,Ferruginous,2,0.666666667
148,28.3,108.6,529,Xiaosi,Ferruginous,2,1
149,28.3,108.6,530,Xiaosi,Ferruginous,2,1
150,28.3,108.6,532,Niutitang,Ferruginous,2,0.666666667
151,28.3,108.6,534,Jiumenchong,Ferruginous,1,1
152,28.3,108.6,535,Jiumenchong,Ferruginous,1,1
153,28.3,108.6,536,Jiumenchong,Ferruginous,1,0.333333333
154,28.3,108.6,537,Jiumenchong,Ferruginous,1,1
155,28.3,108.6,538,Jiumenchong,Ferruginous,1,0.5
156,28.3,108.6,548,Liuchapo,Ferruginous,1,1
157,28.3,108.6,549,Liuchapo,Ferruginous,1,1
158,28.3,108.6,551,Liuchapo,Ferruginous,1,1
159,28.3,108.6,570,Doushantuo,Ferruginous,1,1
160,28.3,108.6,590,Doushantuo,Ferruginous,1,1
161,28.3,108.6,610,Doushantuo,Ferruginous,1,1
162,28.3,108.6,620,Doushantuo,Ferruginous,1,1
163,28.3,108.6,631,Doushantuo,Ferruginous,1,1
164,28.4,109.3,634,Doushantuo,Ferruginous,1,1
165,28.5,109.8,521,Niutitang,Ferruginous,3,1
166,28.5,109.8,522,Niutitang,Ferruginous,9,1
167,28.5,109.8,523,Niutitang,Ferruginous,1,0.333333333
168,28.5,109.8,536,Liuchapo,Ferruginous,1,1
169,28.5,109.8,540,Liuchapo,Ferruginous,6,0.6
170,28.5,109.8,540,Niutitang,Ferruginous,3,0.428571429
171,28.5,109.8,542,Liuchapo,Ferruginous,1,1
172,28.5,109.8,548,Liuchapo,Ferruginous,1,1
173,29.3,35.6,443,Batra,Ferruginous,2,1
174,29.5,112.7,1665,Chuangzhougou,Ferruginous,1,1
175,29.5,112.7,1666,Chuangzhougou,Ferruginous,2,1
176,29.5,112.7,1667,Chuangzhougou,Ferruginous,1,1
177,29.5,112.7,1668,Chuangzhougou,Ferruginous,4,1
178,29.5,112.7,1670,Chuangzhougou,Ferruginous,2,1
179,29.6,111.1,559,Doushantuo,Ferruginous,1,1
180,29.6,111.1,560,Doushantuo,Ferruginous,1,1
181,29.6,111.1,573,Doushantuo,Ferruginous,1,1
182,29.6,111.1,592,Doushantuo,Ferruginous,1,1
183,29.6,111.1,593,Doushantuo,Ferruginous,1,1
184,29.6,111.1,597,Doushantuo,Ferruginous,1,1
185,29.6,111.1,604,Doushantuo,Ferruginous,1,1
186,29.6,111.1,625,Doushantuo,Ferruginous,1,1
187,29.6,111.1,627,Doushantuo,Ferruginous,1,0.5
188,29.6,111.1,630,Doushantuo,Ferruginous,1,0.5
189,29.6,111.1,632,Doushantuo,Ferruginous,1,1
190,29.9,118.1,521,Hetang,Ferruginous,2,1
191,29.9,118.1,528,Hetang,Ferruginous,2,1
192,29.9,118.1,529,Hetang,Ferruginous,2,1
193,29.9,118.1,530,Hetang,Ferruginous,2,0.666666667
194,29.9,118.1,531,Hetang,Ferruginous,2,1
195,29.9,118.1,532,Hetang,Ferruginous,1,1
196,29.9,118.1,533,Hetang,Ferruginous,2,1
197,29.9,118.1,535,Hetang,Ferruginous,1,0.5
198,30,111,514,Niutitang,Ferruginous,1,1
199,30,111,517,Niutitang,Ferruginous,1,0.5
200,30,111,518,Niutitang,Ferruginous,1,1
201,30,111,519,Niutitang,Ferruginous,1,0.5
202,30,111,520,Niutitang,Ferruginous,1,1
203,30,111,521,Niutitang,Ferruginous,1,1
204,30,111,523,Niutitang,Ferruginous,1,0.25
205,30,111,524,Niutitang,Ferruginous,4,0.8
206,30,111,525,Niutitang,Ferruginous,1,1
207,30,111,661,Datangpo,Ferruginous,1,0.5
208,30.8,111,530,Shuijingtuo,Ferruginous,3,1
209,30.8,111,530,Yangjiahe,Ferruginous,3,0.75
210,30.8,111.1,551,Member III,Ferruginous,2,1
211,30.8,111.1,551,Member IV,Ferruginous,3,0.157894737
212,30.8,111.1,561,Doushantuo,Ferruginous,1,1
213,30.8,111.1,562,Doushantuo,Ferruginous,1,1
214,30.8,111.1,563,Doushantuo,Ferruginous,1,1
215,30.8,111.1,582,Doushantuo,Ferruginous,1,1
216,30.8,111.1,588,Doushantuo,Ferruginous,1,1
217,30.8,111.1,610,Doushantuo,Ferruginous,1,1
218,30.8,111.1,618,Doushantuo,Ferruginous,1,1
219,30.8,111.1,619,Doushantuo,Ferruginous,1,1
220,30.8,111.1,620,Doushantuo,Ferruginous,1,1
221,30.8,111.1,624,Doushantuo,Ferruginous,1,1
222,30.8,111.1,625,Doushantuo,Ferruginous,1,1
223,30.8,111.1,628,Doushantuo,Ferruginous,1,1
224,30.8,111.1,630,Doushantuo,Ferruginous,1,1
225,30.8,111.1,633,Member II,Ferruginous,26,0.962962963
226,30.8,111.2,514,Shipai,Ferruginous,5,1
227,30.9,110.9,530,Shuijingtuo,Ferruginous,3,0.428571429
228,30.9,110.9,530,Yangjiahe,Ferruginous,2,1
229,30.9,110.9,551,Member IV,Ferruginous,7,1
230,30.9,110.9,560,Member IV,Ferruginous,7,0.5
231,31.1,-5,428,Tamaghrout,Ferruginous,1,1
232,31.1,-5,435,Tamaghrout,Ferruginous,1,1
233,31.5,-101.6,301,Cline,Ferruginous,24,0.827586207
234,31.6,-101.6,291,Leonard,Ferruginous,7,0.538461538
235,31.6,-101.6,291,Wolfcamp,Ferruginous,3,0.5
236,31.6,-101.6,292,Wolfcamp,Ferruginous,5,0.714285714
237,31.6,-101.6,293,Wolfcamp,Ferruginous,5,0.625
238,31.6,-101.6,294,Wolfcamp,Ferruginous,8,0.8
239,31.6,-101.6,295,Wolfcamp,Ferruginous,3,0.3
240,31.6,-101.6,296,Wolfcamp,Ferruginous,4,0.4
241,31.6,-101.6,297,Wolfcamp,Ferruginous,3,0.75
242,32.1,105.5,252,Feixianguan,Ferruginous,7,1
243,32.1,105.5,253,Talung,Ferruginous,10,0.555555556
244,32.6,116.8,1000,Jiuliqiao,Ferruginous,16,1
245,32.6,116.8,1000,Liulaobei,Ferruginous,4,1
246,32.6,116.8,1000,Sidingshan,Ferruginous,5,1
247,32.6,116.9,1000,Liulaobei,Ferruginous,34,1
248,32.7,116.7,1000,Liulaobei,Ferruginous,19,1
249,34.5,-120.1,15,Monterey,Ferruginous,28,0.933333333
250,35.7,-116.4,740,Beck Spring Dolomite,Ferruginous,24,1
251,35.7,-116.4,740,Kingston Peak,Ferruginous,14,1
252,36.1,-114,742,Walcott,Ferruginous,1,0.25
253,36.1,-111.8,779,Jupiter,Ferruginous,2,1
254,37.3,-117.3,538,Deep Spring,Ferruginous,1,1
255,37.3,-117.3,539,Deep Spring,Ferruginous,1,1
256,37.3,-117.3,545,Deep Spring,Ferruginous,1,1
257,37.9,-83,498,Nolichucky Shale,Ferruginous,1,1
258,38,-5.9,430,Lower Graptolitic Shales,Ferruginous,1,1
259,38,-5.9,438,Lower Graptolitic Shales,Ferruginous,1,1
260,38.6,-85,497,Eau Claire,Ferruginous,2,0.4
261,38.6,-82.8,497,Nolichucky Shale,Ferruginous,7,1
262,38.9,-4.1,432,Guadarranquejo,Ferruginous,1,1
263,38.9,-4.1,436,Guadarranquejo,Ferruginous,1,1
264,39.2,-113.4,504,Wheeler,Ferruginous,20,1
265,39.3,-113.3,504,Wheeler,Ferruginous,12,1
266,39.3,-80.4,385,Marcellus Shale,Ferruginous,7,0.269230769
267,39.3,-80.4,386,Marcellus Shale,Ferruginous,1,0.076923077
268,39.3,-80.4,386,Purcell Limestone,Ferruginous,1,1
269,39.3,-80.4,388,Marcellus Shale,Ferruginous,1,0.071428571
270,39.4,-113.3,504,Wheeler,Ferruginous,2,1
271,39.5,-113,504,Wheeler,Ferruginous,1,1
272,39.7,-80.8,385,Marcellus Shale,Ferruginous,6,0.6
273,39.7,-80.8,386,Marcellus Shale,Ferruginous,5,0.5
274,39.7,-80.8,388,Marcellus Shale,Ferruginous,2,0.222222222
275,39.9,-116.2,438,Elder Sandstone,Ferruginous,2,1
276,39.9,-116.2,443,Vinini,Ferruginous,2,1
277,39.9,-116.2,444,Vinini,Ferruginous,20,0.869565217
278,39.9,-116.2,445,Vinini,Ferruginous,19,0.826086957
279,39.9,-116.2,446,Vinini,Ferruginous,13,0.928571429
280,39.9,-116.2,447,Vinini,Ferruginous,2,1
281,39.9,-116.2,448,Vinini,Ferruginous,2,1
282,40.1,117.1,1630,Chuanlinggou,Ferruginous,36,1
283,41.5,-118.3,247,Quinn River,Ferruginous,1,1
284,41.5,-118.3,248,Quinn River,Ferruginous,3,1
285,41.5,-118.3,249,Quinn River,Ferruginous,1,1
286,41.5,-118.3,250,Quinn River,Ferruginous,4,1
287,41.5,-118.3,251,Quinn River,Ferruginous,8,1
288,41.5,-118.3,252,Quinn River,Ferruginous,22,1
289,41.5,-118.3,253,Quinn River,Ferruginous,3,1
290,42.9,-74.6,451,Flat Creek,Ferruginous,2,1
291,42.9,-74.6,452,Flat Creek,Ferruginous,20,1
292,43,-74.9,451,Dolgeville,Ferruginous,5,1
293,43,-74.9,451,Indian Castle,Ferruginous,4,1
294,43,-74.8,451,Dolgeville,Ferruginous,8,1
295,43,-74.8,451,Indian Castle,Ferruginous,10,1
296,43,-74.8,452,Dolgeville,Ferruginous,4,1
297,43.1,-74.8,451,Dolgeville,Ferruginous,10,1
298,43.3,-75.4,448,Frankfort,Ferruginous,20,0.952380952
299,45.7,-112.6,1470,Newland,Ferruginous,6,1
300,46.4,-111.1,1470,Newland,Ferruginous,1,1
301,46.4,-91.6,1080,Nonesuch,Ferruginous,1,1
302,46.7,96.9,538,Zuune Arts,Ferruginous,4,1
303,46.8,-110.9,1470,Newland,Ferruginous,4,0.666666667
304,46.9,95.3,538,Bayan Gol,Ferruginous,3,1
305,47.1,95.4,542,Zuune Arts,Ferruginous,2,1
306,47.2,-103.6,351,Lodgepole,Ferruginous,4,0.571428571
307,48.7,-102.2,361,Bakken,Ferruginous,4,1
308,49.9,14,437,Litohlavy,Ferruginous,1,1
309,49.9,14.1,431,Motol,Ferruginous,1,1
310,49.9,14.2,440,Želkovice,Ferruginous,1,1
311,51.7,-115.5,184,Fernie,Ferruginous,1,0.25
312,51.9,-5.2,461,Caerhys Shale,Ferruginous,1,1
313,51.9,-5.2,463,Caerhys Shale,Ferruginous,1,1
314,51.9,-5.2,464,Caerhys Shale,Ferruginous,1,1
315,52.2,-3.4,458,Llanfawr Mudstone,Ferruginous,1,1
316,52.2,9.6,181,Posidonia,Ferruginous,1,1
317,52.2,9.6,182,Posidonia,Ferruginous,1,0.25
318,52.3,-0.2,183,Charmouth Mudstone,Ferruginous,1,1
319,52.6,-1.5,494,Outwoods Shale,Ferruginous,36,0.947368421
320,52.6,-1.5,495,Outwoods Shale,Ferruginous,13,0.928571429
321,52.6,-1.5,496,Outwoods Shale,Ferruginous,15,0.833333333
322,52.6,-1.5,497,Outwoods Shale,Ferruginous,28,0.933333333
323,52.6,-1.5,498,Mancetter Shale,Ferruginous,1,0.5
324,52.6,-1.5,498,Outwoods Shale,Ferruginous,2,0.666666667
325,52.6,-1.5,499,Mancetter Shale,Ferruginous,2,0.5
326,52.7,-3.3,431,Nant-Ysgollon Mudstone,Ferruginous,1,1
327,52.7,-3.3,432,Nant-Ysgollon Mudstone,Ferruginous,2,1
328,52.7,-3.1,432,Trewern Brook Mudstone,Ferruginous,2,1
329,52.9,-4.2,483,Dol-cyn-afon,Ferruginous,1,1
330,53.5,57.5,1230,Kutkur Subformation,Ferruginous,1,1
331,53.5,57.5,1230,Malyi Inzer Subformation,Ferruginous,1,0.5
332,53.5,57.5,1230,Ushakov Subformation,Ferruginous,1,1
333,53.5,57.5,1330,Tukan Subformation,Ferruginous,4,0.8
334,53.5,57.6,970,Nugush Subformation,Ferruginous,3,1
335,53.8,57,970,Nugush Subformation,Ferruginous,1,1
336,53.9,-2.5,330,Bowland Shale,Ferruginous,18,0.461538462
337,53.9,57.1,844,Inzer,Ferruginous,2,1
338,54,-2.5,330,Bowland Shale,Ferruginous,28,0.595744681
339,54.1,-2.2,329,Bowland Shale,Ferruginous,3,1
340,54.1,-2.2,330,Bowland Shale,Ferruginous,16,0.842105263
341,54.4,-16.9,183,Fernie,Ferruginous,1,0.066666667
342,54.4,-16.9,185,Fernie,Ferruginous,1,0.333333333
343,54.4,-16.9,188,Fernie,Ferruginous,2,1
344,54.4,-16.9,189,Fernie,Ferruginous,1,1
345,54.5,-0.5,183,Mulgrave Shale,Ferruginous,14,0.4
346,55,15,440,Rastrites,Ferruginous,1,1
347,55,58.8,1430,Makarovo Subformation,Ferruginous,7,1
348,55,59.1,1550,Lower Satka Subformation,Ferruginous,1,1
349,55.1,59,1550,Polovinka Subformation,Ferruginous,2,1
350,55.3,59.4,1615,Kisegan Subformation,Ferruginous,5,1
351,55.4,-3.4,450,Lower Hartfell Shale,Ferruginous,1,1
352,55.7,14,499,Alum,Ferruginous,1,0.333333333
353,55.8,-118.7,183,Fernie,Ferruginous,4,0.173913043
354,56.5,-122.1,247,Montney,Ferruginous,2,0.5
355,56.5,-122.1,248,Montney,Ferruginous,5,1
356,56.5,-122.1,249,Montney,Ferruginous,7,0.7
357,56.5,-122.1,250,Montney,Ferruginous,11,0.846153846
358,56.5,-122.1,251,Montney,Ferruginous,13,0.928571429
359,56.5,-122.1,252,Montney,Ferruginous,1,0.166666667
360,56.5,-122.1,260,Belloy,Ferruginous,1,1
361,56.7,21.6,432,Jurmala,Ferruginous,1,1
362,56.7,21.6,433,Jurmala,Ferruginous,1,1
363,56.7,21.6,436,Jurmala,Ferruginous,1,1
364,56.7,21.6,437,Jurmala,Ferruginous,1,1
365,56.7,21.6,439,Dobele,Ferruginous,1,1
366,57.1,18.4,514,File Haidar,Ferruginous,6,1
367,57.3,17,511,File Haidar,Ferruginous,8,1
368,57.8,18.6,514,File Haidar,Ferruginous,4,1
369,58.5,15.2,508,Borgholm,Ferruginous,25,0.806451613
370,58.5,15.2,511,File Haidar,Ferruginous,2,1
371,59,15,508,Borgholm,Ferruginous,6,0.75
372,59,15,511,File Haidar,Ferruginous,1,1
373,59.5,19.3,521,File Haidar,Ferruginous,9,1
