"","edge","span","mid","micro","amb","ratio","den","num","quad","upper","lower"
"65",390,2,389,0.741339563,0.258660436,0.74133956374134,0.155747971947704,0.134810573459303,0.177497591729187,0.918837155470527,0.563841972012152
"66",392,2,391,0.87005192,0.129948079,0.870051920870052,0.0405416075887554,0.0239033640923788,0.0426095853352461,0.912661506205298,0.827442335534806
"67",393,1,392.5,0.854049844,0.145950156,0.854049844,0.033264912174116,0.0247143635700626,0.0376553022820805,0.891705146282081,0.81639454171792
"68",394,1,393.5,0.92132918,0.07867082,0.92132918,0.0244639029173577,0.0184198101647315,0.029108586263223,0.950437766263223,0.892220593736777
"69",398,4,396,0.980064861,0.019935099,0.980064900202596,0.0298700194960874,0.0204598801671069,0.0357156341908497,1,0.944349266011746
"70",405,7,401.5,0.955414627,0.044585383,0.955414617445854,0.0222316405878398,0.0155186203750096,0.0263055814889252,0.981720198934779,0.929109035956929
"71",412,7,408.5,0.830645305,0.169354695,0.830645305,0.230739883978742,0.179541250911819,0.262620956603859,1,0.568024348396141
"72",416,4,414,0.663128245,0.336871755,0.663128245,0.139906012407537,0.126139163069965,0.156583542233871,0.819711787233871,0.506544702766129
"73",418,2,417,0.567897196,0.432102804,0.567897196,0.0688902241038063,0.057920720279627,0.0698955287392759,0.637792724739276,0.498001667260724
"74",426,8,422,0.386695224,0.613304777,0.386695223613305,0.273107069690821,0.19677433001048,0.223323621334499,0.610018844947803,0.163371602278806
"75",434,8,430,0.252851765,0.747148235,0.252851765,0.0759091337094802,0.0729221245898428,0.0754058128904879,0.328257577890488,0.177445952109512
"76",438,4,436,0.273660436,0.726339564,0.273660436,0.0590755659666706,0.0388640409492982,0.0420924469943428,0.315752882994343,0.231567989005657
"77",442,4,440,0.343587747,0.656412253,0.343587747,0.0497510904977388,0.0296198261884221,0.0341984550428138,0.377786202042814,0.309389291957186
"78",444,2,443,0.351095535,0.648904466,0.351095534648904,0.0401355616338523,0.0326467714384788,0.0355581172303337,0.386653651879238,0.315537417418571
"79",448,4,446,0.327980271,0.67201973,0.32798027067202,0.0638657368866463,0.057327592063658,0.0610345567301849,0.389014827402205,0.266945713941835
"80",452,4,450,0.316391486,0.683608515,0.316391485683608,0.0781674192516762,0.0341153102709594,0.0421367034290088,0.358528189112617,0.2742547822546
"81",456,4,454,0.28416407,0.715835929,0.284164070284164,0.135523522731976,0.0492508148659233,0.0625198641354529,0.346683934419617,0.221644206148711
"82",458,2,457,0.259844236,0.740155763,0.259844236259844,0.0528421057386183,0.0347503102803077,0.0373646443304291,0.297208880590273,0.222479591929415
"83",461,3,459.5,0.310681897,0.689318103,0.310681897,0.0730065677229653,0.0530015917846939,0.0576509639360572,0.368332860936057,0.253030933063943
"84",466,5,463.5,0.510020769,0.489979232,0.510020768489979,0.187080935826138,0.13914217548417,0.168714546518515,0.678735315008494,0.341306221971464
"85",480,14,473,0.808289571,0.191710428,0.80828957180829,0.111758815902184,0.0843352741751064,0.123582268528012,0.931871840336302,0.684707303280277
"86",492,12,486,0.684553479,0.315446521,0.684553479,0.170957458574416,0.129693967111283,0.174689537080074,0.859243016080074,0.509863941919926
"87",498,6,495,0.569539632,0.430460367,0.56953963256954,0.088750100560163,0.0469830047909216,0.0690099383827078,0.638549570952247,0.500529694186832
"88",500,2,499,0.541407061,0.458592939,0.541407061,0.0485152917783668,0.0363557262504342,0.0448516330222211,0.586258694022221,0.496555427977779
"89",502,2,501,0.520758048,0.479241952,0.520758048,0.0577052709868799,0.0489910276820373,0.0574730580247026,0.578231106024703,0.463284989975297
"90",504,2,503,0.510503635,0.489496366,0.510503634489496,0.064036754144226,0.0565628637207473,0.0653303814903536,0.57583401597985,0.445173252999143
"91",506,2,505,0.529693665,0.470306334,0.529693665529694,0.0631406871647405,0.0555016929795923,0.0647998519174614,0.594493517447155,0.464893813612232
"92",508,2,507,0.572300104,0.427699896,0.572300104,0.0639002088377807,0.0529940132527549,0.0643874007398932,0.636687504739893,0.507912703260107
"93",510,2,509,0.639771548,0.360228452,0.639771548,0.0623977562333247,0.0460242356302186,0.0609250469327316,0.700696594932732,0.578846501067268
"94",511,1,510.5,0.673894081,0.326105919,0.673894081,0.0389646628697022,0.0274446364311321,0.037982806067005,0.711876887067005,0.635911274932995
"95",518,7,514.5,0.672811155,0.327188845,0.672811155,0.0538526414243355,0.0297002166668656,0.046849849165764,0.719661004165764,0.625961305834236
"96",532,14,525,0.55522326,0.444776739,0.555223260555223,0.179336946510195,0.139132703180486,0.171092083788,0.726315344343223,0.384131176767223
"97",548,16,540,0.364454829,0.635545171,0.364454829,0.0735576498289005,0.0654927478373891,0.0707671711425778,0.435222000142578,0.293687657857422
