,lat,long,age,Fe_redox,count,perc
708,28.3,108.6,541,Ferruginous,1,0.000
709,28.4,109.3,662,Ferruginous,3,0.000
710,28.4,109.3,663,Ferruginous,4,0.000
711,29.6,111.1,555,Ferruginous,1,0.000
712,29.6,111.1,628,Ferruginous,1,0.000
713,29.6,111.1,631,Ferruginous,1,0.000
714,29.6,111.1,633,Ferruginous,1,0.000
715,29.9,118.1,522,Ferruginous,1,0.000
716,29.9,118.1,523,Ferruginous,2,0.000
717,29.9,118.1,524,Ferruginous,2,0.000
718,29.9,118.1,525,Ferruginous,2,0.000
719,29.9,118.1,526,Ferruginous,3,0.000
720,29.9,118.1,527,Ferruginous,2,0.000
721,29.9,118.1,534,Ferruginous,2,0.000
722,30,111,522,Ferruginous,1,0.000
723,30,111,660,Ferruginous,1,0.000
724,30.5,-5.3,433,Ferruginous,1,0.000
725,30.6,37.6,443,Ferruginous,1,0.000
726,30.8,111.1,555,Ferruginous,1,0.000
727,30.8,111.1,556,Ferruginous,1,0.000
728,30.8,111.1,557,Ferruginous,1,0.000
729,30.8,111.1,558,Ferruginous,1,0.000
730,30.8,111.1,559,Ferruginous,1,0.000
731,30.8,111.1,560,Ferruginous,2,0.000
732,30.8,111.1,608,Ferruginous,2,0.000
733,30.8,111.1,613,Ferruginous,1,0.000
734,30.8,111.1,616,Ferruginous,1,0.000
735,30.8,111.1,621,Ferruginous,1,0.000
736,30.8,111.1,632,Ferruginous,1,0.000
737,30.8,111.1,634,Ferruginous,1,0.000
738,30.8,111.1,635,Ferruginous,2,0.000
739,30.8,111.1,636,Ferruginous,1,0.000
740,30.9,110.9,557,Ferruginous,5,0.000
741,30.9,110.9,558,Ferruginous,9,0.000
742,30.9,110.9,559,Ferruginous,14,0.000
743,31.6,-101.6,290,Ferruginous,4,0.000
744,44.6,-84.6,368,Ferruginous,2,0.000
745,44.6,-84.6,369,Ferruginous,1,0.000
746,44.6,-84.6,371,Ferruginous,1,0.000
747,44.6,-84.6,372,Ferruginous,4,0.000
748,44.6,-84.6,373,Ferruginous,2,0.000
749,44.6,-84.6,374,Ferruginous,1,0.000
750,44.9,-84.5,371,Ferruginous,1,0.000
751,44.9,-84.5,372,Ferruginous,3,0.000
752,44.9,-84.5,373,Ferruginous,2,0.000
753,47.2,-103.6,361,Ferruginous,23,0.000
754,48.2,-8.8,183,Ferruginous,37,0.000
755,48.4,-104.1,356,Ferruginous,6,0.000
756,48.4,-104.1,361,Ferruginous,4,0.000
757,48.7,-102.2,356,Ferruginous,5,0.000
758,48.8,10,183,Ferruginous,12,0.000
759,49.9,14.1,428,Ferruginous,1,0.000
760,49.9,14.1,430,Ferruginous,1,0.000
761,50,14.4,433,Ferruginous,1,0.000
762,51.7,-115.5,182,Ferruginous,1,0.000
763,51.7,-115.5,183,Ferruginous,25,0.000
764,51.7,-115.5,185,Ferruginous,2,0.000
765,52.2,9.6,183,Ferruginous,3,0.000
766,54,-2.5,331,Ferruginous,2,0.000
767,54.4,-16.9,184,Ferruginous,7,0.000
768,54.4,-16.9,186,Ferruginous,2,0.000
769,54.4,-16.9,187,Ferruginous,2,0.000
770,54.5,-0.8,181,Ferruginous,3,0.000
771,54.5,-0.8,182,Ferruginous,15,0.000
772,54.5,-0.8,183,Ferruginous,4,0.000
773,55.7,13.3,458,Ferruginous,2,0.000
774,55.7,14,494,Ferruginous,4,0.000
775,55.7,14,495,Ferruginous,6,0.000
776,55.7,14,496,Ferruginous,7,0.000
777,55.7,14,497,Ferruginous,6,0.000
778,55.7,14,498,Ferruginous,4,0.000
779,55.8,-118.7,180,Ferruginous,1,0.000
780,55.8,-118.7,181,Ferruginous,3,0.000
781,55.8,-118.7,182,Ferruginous,11,0.000
782,55.8,-118.7,184,Ferruginous,1,0.000
783,56.7,21.6,440,Ferruginous,1,0.000
784,60.1,-124.1,361,Ferruginous,1,0.000
785,60.1,-124.1,363,Ferruginous,1,0.000
786,60.1,-124.1,365,Ferruginous,1,0.000
787,60.1,-124.1,369,Ferruginous,1,0.000
788,60.1,-124.1,370,Ferruginous,3,0.000
789,60.1,-124.1,382,Ferruginous,4,0.000
790,60.9,15,448,Ferruginous,10,0.000
791,61,15.2,439,Ferruginous,2,0.000
792,61,15.2,448,Ferruginous,6,0.000
793,65.9,-135.8,389,Ferruginous,2,0.000
794,65.9,-135.8,390,Ferruginous,2,0.000
795,65.9,-135.8,392,Ferruginous,1,0.000
796,65.9,-135.8,393,Ferruginous,1,0.000
797,65.9,-135.8,395,Ferruginous,1,0.000
798,65.9,-135.8,396,Ferruginous,2,0.000
799,65.9,-135.8,398,Ferruginous,1,0.000
800,65.9,-135.7,449,Ferruginous,1,0.000
801,65.9,-135.7,450,Ferruginous,1,0.000
802,65.9,-135.7,465,Ferruginous,3,0.000
803,65.9,-135.7,466,Ferruginous,10,0.000
804,66.3,-136.2,378,Ferruginous,1,0.000
805,66.3,-136.2,384,Ferruginous,3,0.000
806,66.3,-136.2,385,Ferruginous,2,0.000
807,66.3,-136.2,386,Ferruginous,3,0.000
808,66.3,-136.2,389,Ferruginous,4,0.000
809,71.6,-115.9,850,Ferruginous,1,0.000
